"","BOROUGH","ADDRESS","ZIP.CODE","SALE.PRICE"
"17570",1," 670 WEST END AVENUE, 6E 6F                ",10025,1500000
"17571",1," 670 WEST END AVENUE, 2D                   ",10025,2120000
"17572",1," 670 WEST END AVENUE, 17-B                 ",10025,820000
"17573",1," 250 WEST 94TH STREET, 15C                 ",10025,1387500
"17574",1," 250 WEST 94TH STREET, 10H                 ",10025,1435000
"17575",1," 250 WEST 94TH STREET, 10-C                ",10025,1375000
"17576",1," 250 WEST 94TH STREET, 5K                  ",10025,534000
"17577",1," 250 WEST 94TH STREET, 8C                  ",10025,1175000
"17578",1," 710 WEST END AVENUE, 6E                   ",10025,822500
"17580",1," 710 WEST END AVENUE, 12B                  ",10025,1100000
"17581",1," 710 WEST END AVENUE, 10B                  ",10025,999900
"17582",1," 255 WEST 95TH STREET, 2C                  ",10025,595000
"17583",1," 255 W 95TH ST, 1C                         ",10025,695000
"17584",1," 205 WEST 95TH STREET, 5G                  ",10025,252000
"17585",1," 205 WEST 95TH STREET, 4E                  ",10025,535000
"17586",1," 70 RIVERSIDE DRIVE, 5F                    ",10024,915000
"17587",1," 401 WEST END AVENUE, 3D                   ",10024,686000
"17588",1," 411 WEST END AVENUE, 4D                   ",10024,655000
"17589",1," 425 WEST END AVENUE, 3A                   ",10024,1185000
"17590",1," 90 RIVERSIDE DR, 16G                      ",10024,3500000
"17591",1," 90 RIVERSIDE DRIVE, 11E                   ",10024,2275000
"17592",1," 100 RIVERSIDE DRIVE, 1D                   ",10024,975000
"17593",1," 100 RIVERSIDE DRIVE, 3AB                  ",10024,4319000
"17594",1," 100 RIVERSIDE DRIVE, 14A                  ",10024,2250000
"17595",1," 100 RIVERSIDE DRIVE, 11B                  ",10024,875000
"17596",1," 473 WEST END AVENUE, 11-C                 ",10024,1666000
"17597",1," 473 WEST END AVENUE, 4C                   ",10024,1575000
"17598",1," 473 WEST END AVENUE, 15B                  ",10024,200000
"17599",1," 320 WEST 83RD STREET, 1D                  ",10024,545000
"17600",1," 324 WEST 83RD STREET, 6W                  ",10024,1295000
"17601",1," 324 WEST 83RD STREET, 6E                  ",10024,1065000
"17602",1," 326 WEST 83RD STREET, 5-B                 ",10024,622500
"17603",1," 326 WEST 83RD STREET                      ",10024,24900
"17604",1," 110 RIVERSIDE DRIVE, 6C                   ",10024,1750000
"17605",1," 110 RIVERSIDE DRIVE, 1H                   ",10024,260000
"17606",1," 110 RIVERSIDE DRIVE, 12E                  ",10024,1700000
"17607",1," 110 RIVERSIDE DRIVE, 15C                  ",10024,1600000
"17608",1," 110 RIVERSIDE DRIVE, 1J                   ",10024,400000
"17609",1," 110 RIVERSIDE DRIVE, 1B                   ",10024,790000
"17610",1," 327 WEST 83RD STREET, 6A                  ",10024,510000
"17611",1," 327 WEST 83RD STREET, 5C                  ",10024,300000
"17613",1," 323 WEST 83RD STREET, 6B                  ",10024,275000
"17614",1," 316 WEST 84TH STREET, 3A                  ",10024,825000
"17615",1," 320 WEST 84TH STREET, 2A                  ",10024,400000
"17616",1," 320 WEST 84TH STREET, 2D                  ",10024,425000
"17617",1," 320 WEST 84TH STREET, 1E                  ",10024,465000
"17619",1," 505 WEST END AVENUE, 1C                   ",10024,495000
"17620",1," 505 WEST END AVENUE, 10D                  ",10024,1400000
"17621",1," 515 WEST END AVENUE, 4D                   ",10024,1536450
"17622",1," 310 WEST 85 STREET, 2A                    ",10024,949609
"17623",1," 310 WEST 85 STREET, 9A                    ",10024,1046815
"17624",1," 310 WEST 85TH STREET, 6C                  ",10024,820000
"17625",1," 334 WEST 85TH STREET, 5AB                 ",10024,1417000
"17627",1," 302 WEST 86TH STREET, 11A                 ",10024,1250000
"17628",1," 302 WEST 86 STREET, 11C                   ",10024,1050000
"17630",1," 320 WEST 86TH   STREET, 5B                ",10024,900000
"17631",1," 320 WEST 86TH STREET, 8B                  ",10024,1425000
"17632",1," 320 WEST 86TH STREET, 8A                  ",10024,1100000
"17633",1," 328 WEST 86TH STREET, 3B                  ",10024,630000
"17634",1," 328 WEST 86TH STREET, 5C                  ",10024,875000
"17635",1," 334 WEST 86TH STREET, 5C                  ",10024,1250000
"17636",1," 334 WEST 86TH STREET, 7A                  ",10024,2000000
"17637",1," 137 RIVERSIDE DRIVE, 11DE                 ",10024,2460000
"17638",1," 137 RIVERSIDE DRIVE, 2E                   ",10024,990000
"17639",1," 140 RIVERSIDE DRIVE, 16K                  ",10024,1825000
"17640",1," 140 RIVERSIDE DRIVE, 18O                  ",10024,1500000
"17641",1," 140 RIVERSIDE DRIVE, 7J                   ",10024,1450000
"17642",1," 140 RIVERSIDE DRIVE, 8-N                  ",10024,705000
"17643",1," 140 RIVERSIDE DRIVE, 15L                  ",10024,725000
"17644",1," 140 RIVERSIDE DRIVE, 3H                   ",10024,2000000
"17645",1," 140 RIVERSIDE DRIVE, 5K                   ",10024,2275000
"17646",1," 325 WEST 86TH STREET, 11C                 ",10024,1473750
"17647",1," 325 WEST 86TH STREET, 5C                  ",10024,1218200
"17648",1," 313 WEST 86TH   STREET, 10E               ",10024,517500
"17649",1," 315 WEST 86TH STREET, 7A                  ",10024,940000
"17650",1," 315 WEST 86TH STREET, 12F                 ",10024,700000
"17651",1," 309 WEST 86TH STREET, 8B                  ",10024,950000
"17652",1," 309 WEST 86TH STREET, 5A                  ",10024,810000
"17653",1," 305 WEST 86 STREET, 8C                    ",10024,370000
"17654",1," 545 WEST END AVENUE, 3E                   ",10024,490000
"17655",1," 334 WEST 87TH, 1D                         ",10024,487000
"17656",1," 334 WEST 87TH   STREET, 4C                ",10024,499000
"17657",1," 334 WEST 87TH STREET, 6A                  ",10024,870000
"17658",1," 341 WEST 87TH STREET, 3F                  ",10024,380000
"17659",1," 317 WEST 87TH STREET, 3B                  ",10024,640000
"17660",1," 317 WEST 87 STREET, 6A                    ",10024,600993
"17661",1," 317 WEST 87TH STREET, 8DE                 ",10024,935000
"17662",1," 317 WEST 87TH   STREET, 1D                ",10024,290000
"17663",1," 565 WEST END AVENUE, 4B                   ",10024,670000
"17664",1," 565 WEST END AVENUE, 3F                   ",10024,735000
"17665",1," 565 WEST END AVENUE, 16C                  ",10024,1650000
"17666",1," 160 RIVERSIDE DRIVE, 11A                  ",10024,3809750
"17667",1," 160 RIVERSIDE DRIVE, 7A E                 ",10024,3020000
"17668",1," 345 WEST 88TH STREET, 5B                  ",10024,875000
"17669",1," 304 WEST 89TH STREET, 9C                  ",10024,565000
"17671",1," 601 WEST END AVENUE, 4A                   ",10024,1200000
"17672",1," 601 WEST END AVENUE, 12A                  ",10024,1300000
"17674",1," 320 WEST 90TH STREET, 4F                  ",10024,950000
"17675",1," 180 RIVERSIDE DRIVE, 3E                   ",10024,1675000
"17676",1," 321 WEST 90TH STREET, 7A                  ",10024,600000
"17677",1," 186 RIVERSIDE DRIVE, 5F                   ",10024,1400000
"17678",1," 186 RIVERSIDE DRIVE, 8C                   ",10024,920000
"17679",1," 186 RIVERSIDE DRIVE, 8B                   ",10024,1570000
"17680",1," 186 RIVERSIDE DRIVE, 8A                   ",10024,975000
"17681",1," 645 WEST END AVENUE, 1D                   ",10025,1435000
"17682",1," 645 WEST END AVENUE, 2-A                  ",10025,2050000
"17683",1," 194 RIVERSIDE DRIVE, 2C                   ",10025,830000
"17684",1," 194 RIVERSIDE DRIVE, 5A                   ",10025,1323725
"17685",1," 194 RIVERSIDE DRIVE, 5B                   ",10025,1070000
"17686",1," 194 RIVERSIDE DRIVE, 2F                   ",10025,1100000
"17687",1," 677 WEST END AVENUE, 10 D                 ",10025,499000
"17688",1," 210 RIVERSIDE DRIVE, 2C                   ",10025,603000
"17689",1," 210 RIVERSIDE DRIVE, 7C                   ",10025,730000
"17690",1," 210 RIVERSIDE DRIVE, 3H                   ",10025,500000
"17691",1," 210 RIVERSIDE DRIVE, 3A 3H                ",10025,19076
"17692",1," 210 RIVERSIDE DRIVE, 2G                   ",10025,1700000
"17693",1," 309 WEST 93RD STREET, 2C                  ",10025,529500
"17694",1," 685 WEST END, 11F                         ",10025,770000
"17695",1," 685 WEST END AVENUE, 10D                  ",10025,972500
"17696",1," 316 WEST 94TH   STREET, 4B                ",10025,800000
"17697",1," 214 RIVERSIDE DRIVE, 111                  ",10025,330000
"17698",1," 214 RIVERSIDE DRIVE, 114                  ",10025,480000
"17699",1," 214 RIVERSIDE DRIVE, 514                  ",10025,500000
"17700",1," 164 WEST 83 STREET, 5R                    ",10024,654419
"17701",1," 211 WEST 88 STREET                        ",10024,507000
"17702",1," 211 WEST 88 STREET                        ",10024,430950
"17703",1," 211 WEST 88 STREET                        ",10024,471510
"17704",1," 211 WEST 88 STREET                        ",10024,529490
"17705",1," 211 WEST 88 STREET                        ",10024,456300
"17706",1," 211 WEST 88 STREET                        ",10024,479622
"17707",1," 211 WEST 88 STREET                        ",10024,500000
"17708",1," 211 WEST 88 STREET                        ",10024,430950
"17709",1," 78 WEST 85 STREET, 3D                     ",10024,719064
"17710",1," 78 WEST 85 STREET, 7B                     ",10024,555081
"17711",1," 30 WEST 86 STREET, 4B                     ",10024,1700000
"17712",1," 279 CENTRAL PARK WEST, PH3A               ",10024,11200000
"17715",1," 30 WEST 90 STREET, 3A                     ",10024,650000
"17717",1," 291 CENTRAL PARK WEST, 5W                 ",10024,2250000
"17719",1," 327 CENTRAL PARK WEST, 5B                 ",10025,2400000
"17720",1," 327 CENTRAL PARK WEST, 5B                 ",10025,2400000
"17721",1," 327 CENTRAL PARK WEST, 16C                ",10025,825000
"17722",1," 101 WEST 79 STREET, 8E                    ",10024,901000
"17723",1," 101 WEST 79 STREET, 9C                    ",10024,1050000
"17724",1," 101 WEST 79 STREET, 9C                    ",10024,1050000
"17725",1," 101 WEST 79 STREET, 10B                   ",10024,750000
"17726",1," 101 WEST 79 STREET, 14E                   ",10024,1900000
"17728",1," 101 WEST 79 STREET, 20C                   ",10024,2850000
"17729",1," 101 WEST 79 STREET, 23C                   ",10024,2495000
"17730",1," 101 WEST 79 STREET, 26B                   ",10024,5650000
"17732",1," 101 WEST 79 STREET, PH3                   ",10024,12500000
"17734",1," 186 WEST 80 STREET, 4A                    ",10024,560000
"17735",1," 186 WEST 80 STREET, 6C                    ",10024,457500
"17736",1," 186 WEST 80 STREET, 7E                    ",10024,417500
"17737",1," 186 WEST 80 STREET, 10C                   ",10024,610000
"17738",1," 186 WEST 80 STREET, 11E                   ",10024,470000
"17739",1," 127 WEST 82 STREET, 7D                    ",10024,725000
"17740",1," 176 WEST 86 STREET, 3B                    ",10024,400000
"17741",1," 176 WEST 86 STREET, 4E                    ",10024,533000
"17742",1," 176 WEST 86 STREET, 5C                    ",10024,535000
"17743",1," 176 WEST 86 STREET, 9B                    ",10024,890000
"17744",1," 110 WEST 86 STREET, 4A                    ",10024,1570000
"17748",1," 100 WEST 89 STREET, 2M                    ",10024,1100000
"17749",1," 100 WEST 89 STREET, 4A                    ",10024,1100000
"17750",1," 100 WEST 89 STREET, 4J                    ",10024,685000
"17752",1," 100 WEST 89 STREET, 5O                    ",10024,970000
"17754",1," 100 WEST 89 STREET, 7I                    ",10024,1150000
"17755",1," 127 WEST 89 STREET, 1                     ",10024,900000
"17759",1," 127 WEST 89 STREET, 23                    ",10024,675000
"17760",1," 103 WEST 89 STREET, 5/3A                  ",10024,2450000
"17762",1," 110 WEST 90 STREET, 4A                    ",10024,890000
"17763",1," 110 WEST 90 STREET, GB                    ",10024,925000
"17764",1," 110 WEST 90 STREET, 2G                    ",10024,865000
"17766",1," 124 WEST 93 STREET, 1F                    ",10025,580000
"17767",1," 100 WEST 93 STREET, 5C                    ",10025,610000
"17768",1," 100 WEST 93 STREET, 2C                    ",10025,575000
"17769",1," 100 WEST 93 STREET, 11B                   ",10025,625000
"17770",1," 100 WEST 93 STREET, 18B                   ",10025,640000
"17771",1," 100 WEST 93 STREET, 30B                   ",10025,545000
"17772",1," 100 WEST 93 STREET, 27D                   ",10025,365000
"17773",1," 100 WEST 93 STREET, 29D                   ",10025,395000
"17774",1," 100 WEST 93 STREET, 19E                   ",10025,420000
"17775",1," 100 WEST 93 STREET, 30E                   ",10025,475000
"17776",1," 100 WEST 93 STREET, 11F                   ",10025,994000
"17777",1," 100 WEST 93 STREET, 15F                   ",10025,1085000
"17778",1," 100 WEST 93 STREET, 5K                    ",10025,595000
"17779",1," 100 WEST 93 STREET, 9K                    ",10025,615000
"17780",1," 100 WEST 93 STREET, 20K                   ",10025,625000
"17781",1," 100 WEST 93 STREET, 16J                   ",10025,760000
"17782",1," 100 WEST 93 STREET, 17J                   ",10025,810000
"17783",1," 100 WEST 93 STREET, 5H                    ",10025,820000
"17784",1," 134 WEST 93 STREET, 2B                    ",10025,1262584
"17785",1," 134 WEST 93 STREET, 3A                    ",10025,459655
"17786",1," 134 WEST 93 STREET, 5A                    ",10025,478416
"17787",1," 134 WEST 93 STREET, 5C                    ",10025,715000
"17788",1," 134 WEST 93 STREET, 5E                    ",10025,682839
"17789",1," 134 WEST 93 STREET, 8B                    ",10025,1259000
"17790",1," 134 WEST 93 STREET, 8D                    ",10025,854000
"17791",1," 134 WEST 93 STREET, 8F                    ",10025,460000
"17792",1," 134 WEST 93 STREET, 8E                    ",10025,693595
"17793",1," 134 WEST 93 STREET, 9B                    ",10025,1310000
"17795",1," 2250 BROADWAY, 1L                         ",10024,507562
"17797",1," 2250 BROADWAY, 3F                         ",10024,710000
"17798",1," 2250 BROADWAY, 3K                         ",10024,488000
"17799",1," 2250 BROADWAY, 4M                         ",10024,440000
"17800",1," 2250 BROADWAY, 5D                         ",10024,699000
"17801",1," 2250 BROADWAY, 6E                         ",10024,700000
"17802",1," 2250 BROADWAY, 8B                         ",10024,1320000
"17803",1," 2250 BROADWAY, 8D                         ",10024,1675000
"17804",1," 2250 BROADWAY, 11D                        ",10024,1350000
"17805",1," 2250 BROADWAY, 17B                        ",10024,1220000
"17807",1," 2250 BROADWAY, 17D                        ",10024,1200000
"17808",1," 223 WEST 80 STREET, 6                     ",10024,1690000
"17809",1," 203 WEST 81 STREET, 4D                    ",10024,519077
"17810",1," 203 WEST 81 STREET, 7F                    ",10024,630426
"17811",1," 219 WEST 81 STREET, 3B                    ",10024,1540000
"17812",1," 219 WEST 81 STREET, 5B                    ",10024,1565000
"17813",1," 219 WEST 81 STREET, 5G                    ",10024,1029000
"17814",1," 219 WEST 81 STREET, 6C                    ",10024,525000
"17815",1," 219 WEST 81 STREET, 6E                    ",10024,995000
"17816",1," 219 WEST 81 STREET, 7E                    ",10024,1335000
"17817",1," 219 WEST 81 STREET, 8HJ                   ",10024,1375000
"17818",1," 219 WEST 81 STREET, 9E                    ",10024,989000
"17819",1," 219 WEST 81 STREET, 9F                    ",10024,1400093
